AU;ndoc;ncit;ndoc_1st;ncit_1st;ncit_loc;au;btw_centrality;clos_centrality;pagerank_centrality;community
THOMAS O;1;4;1;4;2;thomas o;0,00000000000000e+00;4,06091370558376e-05;1,45286980756040e-04;c10
THORAL M;1;0;1;0;0;thoral m;0,00000000000000e+00;1,00000000000000e+00;2,27515755466169e-04;NA
THORIN T;1;4;0;0;0;thorin t;0,00000000000000e+00;6,46830530401035e-05;2,08710932936507e-04;NA
THOUVENIN B;1;6;0;0;0;thouvenin b;2,28359887110216e+04;7,94723039020901e-05;3,32641797553603e-04;NA
THUERIG E;1;14;0;0;0;thuerig e;0,00000000000000e+00;4,61126994374251e-05;2,07790477484674e-04;c10
TINTORE J;1;55;0;0;8;tintore j;0,00000000000000e+00;1,00000000000000e+00;2,27515755466169e-04;NA
TISSOT L;1;6;0;0;1;tissot l;0,00000000000000e+00;5,96516344547841e-05;1,79950975630201e-04;c09
TISSOT N;1;0;0;0;0;tissot n;0,00000000000000e+00;7,14285714285714e-02;2,27515755465817e-04;NA
TISSOT R;1;0;0;0;0;tissot r;0,00000000000000e+00;7,14285714285714e-02;2,27515755465785e-04;NA
TIXIER C;1;6;0;0;0;tixier c;0,00000000000000e+00;6,93144797948291e-05;1,69523159612413e-04;NA
TLILI A;1;3;0;0;0;tlili a;0,00000000000000e+00;4,61616581267599e-05;2,18040394502952e-04;c10
TOCKNER K;1;240;0;0;58;tockner k;3,46441987235578e+03;6,89132382330646e-05;2,45186321227770e-04;c01
TODT W;1;68;0;0;0;todt w;0,00000000000000e+00;5,00000000000000e-01;2,27515755465844e-04;NA
TOMCZAK W;1;0;1;0;3;tomczak w;0,00000000000000e+00;7,04324552753909e-05;1,56207405634029e-04;c02
TONDUT M;1;33;0;0;0;tondut m;0,00000000000000e+00;6,60327522451136e-05;1,33151475573076e-04;c06
TONKA L;1;8;1;8;2;tonka l;0,00000000000000e+00;NA;3,41273633200992e-05;NA
TOPP BJD;1;3;0;0;0;topp bjd;0,00000000000000e+00;4,61616581267599e-05;2,18040394502903e-04;c10
TORRE P;1;71;0;0;0;torre p;0,00000000000000e+00;7,62369444232675e-05;1,67954797533929e-04;c04
TOUGARD L;1;26;0;0;0;tougard l;0,00000000000000e+00;5,91436006624083e-05;1,62664220795029e-04;c04
TOUGARD T;1;8;0;0;0;tougard t;0,00000000000000e+00;6,29921259842520e-05;2,45661575161121e-04;c04
TOURENQ JN;1;40;0;0;0;tourenq jn;0,00000000000000e+00;5,46657191275351e-05;1,92992021844404e-04;c09
TOURNADRE V;1;23;1;23;0;tournadre v;0,00000000000000e+00;5,00000000000000e-01;2,27515755465844e-04;NA
TOURNIEUX F;1;2;0;0;0;tournieux f;0,00000000000000e+00;7,02592566570646e-05;1,55482142488638e-04;c05
TOURNOUD MG;1;30;0;0;1;tournoud mg;0,00000000000000e+00;5,92311792927797e-05;8,01911478197505e-05;NA
TOUSSAINT M;1;5;0;0;0;toussaint m;0,00000000000000e+00;6,58154534684744e-05;1,65600223318439e-04;c06
TOUSSET N;1;72;0;0;1;tousset n;0,00000000000000e+00;3,33333333333333e-01;2,27515755466113e-04;NA
TOWNSEND CR;1;111;0;0;137;townsend cr;3,84158476649813e+03;6,66888962987663e-05;2,59008487481554e-04;c01
TOZZI I;1;11;0;0;0;tozzi i;0,00000000000000e+00;6,64451827242525e-05;1,84916507325060e-04;c07
TRAORE K;1;4;0;0;0;traore k;0,00000000000000e+00;7,75975789555366e-05;2,12035310472456e-04;c04
TREIGNIER A;1;54;0;0;0;treignier a;0,00000000000000e+00;6,96572861521315e-05;1,23706716667150e-04;c06
TREIGNIER L;1;62;0;0;0;treignier l;0,00000000000000e+00;7,29607471180505e-05;1,94869910339067e-04;c06
TRENTESAUX A;1;63;0;0;1;trentesaux a;0,00000000000000e+00;7,19579765416997e-05;1,59306609181538e-04;c07
TREVISAN R;1;27;0;0;0;trevisan r;0,00000000000000e+00;5,92487261523877e-05;2,23534544943319e-04;NA
TRIANTAPHYLLIDIS C;1;17;0;0;0;triantaphyllidis c;0,00000000000000e+00;5,76767793286423e-05;1,63008427670672e-04;c09
TRIBOVILLARD N;1;112;0;0;1;tribovillard n;0,00000000000000e+00;7,18442416840290e-05;1,08429975866984e-04;c07
TRIZNA M;1;14;0;0;0;trizna m;0,00000000000000e+00;7,43715603153354e-05;1,06547211598180e-04;c01
TROLARD F;1;46;0;0;0;trolard f;0,00000000000000e+00;5,56080742923873e-05;1,81693077306484e-04;c05
TROUSSELLIER M;1;107;1;107;7;troussellier m;0,00000000000000e+00;5,74415532195991e-05;1,70244378834944e-04;c03
TURKI I;1;14;0;0;0;turki i;0,00000000000000e+00;6,34276290752252e-05;1,88433322815404e-04;c07
TURLEY C;1;38;0;0;5;turley c;0,00000000000000e+00;6,84088110548639e-05;1,40619771079867e-04;c03
TURNER M;1;8;0;0;9;turner m;0,00000000000000e+00;5,00000000000000e-01;2,27515755465844e-04;NA
TUSNADY G;1;24;0;0;0;tusnady g;0,00000000000000e+00;3,33333333333333e-01;2,27515755466113e-04;NA
TUSSEAU-VUILLEMIN MH;1;39;1;39;10;tusseau-vuillemin mh;0,00000000000000e+00;5,00000000000000e-01;2,27515755465844e-04;NA
TZORTZIOU M;1;5;0;0;2;tzortziou m;0,00000000000000e+00;1,66666666666667e-01;2,27515755465975e-04;NA
ULLMANN A;1;42;0;0;2;ullmann a;0,00000000000000e+00;6,51508241579256e-05;1,16321394046481e-04;c05
ULRICH H;1;5;0;0;2;ulrich h;0,00000000000000e+00;1,00000000000000e+00;2,27515755466169e-04;NA
ULRICH W;1;37;0;0;3;ulrich w;0,00000000000000e+00;1,42857142857143e-01;2,27515755465876e-04;NA
ULSES F;1;0;0;0;0;ulses f;0,00000000000000e+00;7,57575757575758e-05;2,41739050371374e-04;c02
ULSES P;1;6;0;0;0;ulses p;0,00000000000000e+00;7,36919675755343e-05;1,93970162425845e-04;c02
UNANUE MA;1;38;0;0;0;unanue ma;0,00000000000000e+00;6,84088110548639e-05;1,40619771079834e-04;c03
VACQUIER C;1;2;1;2;0;vacquier c;0,00000000000000e+00;5,00000000000000e-01;2,27515755465844e-04;NA
VAHEDDOOST B;1;1;1;1;1;vaheddoost b;0,00000000000000e+00;5,00000000000000e-01;2,27515755465995e-04;NA
VAIANI A;1;1;0;0;0;vaiani a;1,48100000000000e+03;5,02436818570065e-05;1,52732505127267e-04;c05
VAISSIERE BE;1;4;0;0;0;vaissiere be;0,00000000000000e+00;5,00000000000000e-01;2,27515755465844e-04;NA
VALENTINI A;1;129;0;0;3;valentini a;0,00000000000000e+00;6,98812019566737e-05;2,34052657198728e-04;c04
VALLA PG;1;8;0;0;5;valla pg;0,00000000000000e+00;1,42857142857143e-01;2,27515755465932e-04;NA
VALLADAS H;1;22;0;0;3;valladas h;0,00000000000000e+00;4,98678501969780e-05;2,71644417301778e-04;NA
VALLIER F;1;4;0;0;0;vallier f;1,94312489196216e+03;6,62295516259355e-05;2,01754686918330e-04;c11
VAN;1;57;0;0;NA;van;1,14231000000000e+05;5,39519827353655e-05;3,26112889807919e-04;NA
VAN BEEK M;1;6;0;0;0;van beek m;0,00000000000000e+00;7,63184003663283e-05;1,54387873239569e-04;NA
VAN BEVEREN E;1;39;1;39;4;van beveren e;0,00000000000000e+00;6,02700096432015e-05;1,34613580059242e-04;c06
VAN BREUGEL P;1;9;0;0;0;van breugel p;0,00000000000000e+00;6,51890482398957e-05;1,15567047435468e-04;c06
VAN DAM BC;1;57;0;0;0;van dam bc;0,00000000000000e+00;4,65896384644055e-05;1,98730024134935e-04;NA
VAN DAM HP;1;101;0;0;0;van dam hp;0,00000000000000e+00;4,10004100041000e-05;2,12885139439957e-04;NA
VAN DEN BRINK FWB;1;188;0;0;2;van den brink fwb;0,00000000000000e+00;5,00000000000000e-01;2,27515755465844e-04;NA
VAN DEN BROECK N;1;11;1;11;3;van den broeck n;0,00000000000000e+00;6,03937673632081e-05;5,95410731557145e-05;NA
VAN DEN DRIESSCHE J;1;43;0;0;0;van den driessche j;0,00000000000000e+00;5,00000000000000e-01;2,27515755465844e-04;NA
VAN DEN HURK S;1;158;0;0;0;van den hurk s;0,00000000000000e+00;5,43124049532913e-05;2,69712258866849e-04;NA
VAN DER;1;101;0;0;81;van der;0,00000000000000e+00;4,10004100041000e-05;2,12885139439937e-04;NA
VAN DER SCHOOT B;1;57;0;0;0;van der schoot b;0,00000000000000e+00;4,65896384644055e-05;1,98730024134915e-04;NA
VAN DONINCK K;1;58;0;0;0;van doninck k;0,00000000000000e+00;2,50000000000000e-01;2,27515755466023e-04;NA
VAN GELDER PHAJM;1;9;0;0;0;van gelder phajm;0,00000000000000e+00;5,00000000000000e-01;2,27515755466131e-04;NA
VAN GILS J;1;57;0;0;0;van gils j;0,00000000000000e+00;5,00000000000000e-01;2,27515755465844e-04;NA
VAN MAANEN M;1;0;0;0;0;van maanen m;0,00000000000000e+00;1,00000000000000e+00;2,27515755466169e-04;NA
VAN OOST K;1;114;0;0;3;van oost k;0,00000000000000e+00;1,25000000000000e-01;2,27515755465847e-04;NA
VAN RENSBERGEN P;1;52;0;0;7;van rensbergen p;0,00000000000000e+00;6,54150585464774e-05;1,22322004592868e-04;c07
VAN SLYCKEN J;1;101;0;0;0;van slycken j;0,00000000000000e+00;4,10004100041000e-05;2,12885139439917e-04;NA
VAN VLIET-LANOE B;1;34;0;0;4;van vliet-lanoe b;0,00000000000000e+00;6,96281854894861e-05;1,19795888740740e-04;c01
VAN VOOREN N;1;0;1;0;1;van vooren n;0,00000000000000e+00;1,00000000000000e+00;2,27515755466169e-04;NA
VANASCH T;1;51;0;0;1;vanasch t;0,00000000000000e+00;4,37502734392090e-05;1,84326859842856e-04;c05
VANDE WATER V;1;9;0;0;0;vande water v;0,00000000000000e+00;3,33333333333333e-01;2,27515755466113e-04;NA
VANDEN BROECK A;1;57;0;0;0;vanden broeck a;0,00000000000000e+00;4,65896384644055e-05;1,98730024134895e-04;NA
VANDENABEELE P;1;0;0;0;0;vandenabeele p;0,00000000000000e+00;6,04083605170956e-05;2,15713115853416e-04;c05
VANDENBULCKE L;1;1;1;1;1;vandenbulcke l;0,00000000000000e+00;1,00000000000000e+00;2,27515755466169e-04;NA
VANDERZWAAN CJ;1;13;0;0;0;vanderzwaan cj;0,00000000000000e+00;5,87026709715292e-05;9,52989609542171e-05;c06
VANHELLEMONT Q;1;43;0;0;3;vanhellemont q;0,00000000000000e+00;7,01114772488256e-05;1,75624914630450e-04;c02
VANINI M;1;0;0;0;0;vanini m;0,00000000000000e+00;3,33333333333333e-01;2,27515755466113e-04;NA
VANNIER O;1;0;0;0;1;vannier o;0,00000000000000e+00;5,20074890784273e-05;1,89915307406445e-04;c11
VANTREPOTTE V;1;49;1;49;2;vantrepotte v;0,00000000000000e+00;2,00000000000000e-01;2,27515755465959e-04;NA
VANWAMBECK F;1;65;0;0;0;vanwambeck f;0,00000000000000e+00;6,03245460577909e-05;1,20438998033892e-04;c03
VANZO D;1;9;0;0;1;vanzo d;0,00000000000000e+00;3,48869662294167e-05;1,94788435028141e-04;c10
VAQUER A;1;25;0;0;3;vaquer a;0,00000000000000e+00;2,50000000000000e-01;2,27515755466023e-04;NA
VARALLI A;1;9;1;9;1;varalli a;0,00000000000000e+00;4,32806751785328e-05;1,99028089283998e-04;c10
VAUCHEL P;1;17;0;0;0;vauchel p;1,48434028018090e+04;8,01089481695105e-05;2,49561550137753e-04;c08
VAUGHAN HMB;1;14;0;0;0;vaughan hmb;0,00000000000000e+00;9,09090909090909e-02;1,93980196134345e-04;NA
VAUGHAN L;1;9;0;0;0;vaughan l;0,00000000000000e+00;9,09090909090909e-02;1,93980196134401e-04;NA
VAULTIER F;1;11;0;0;0;vaultier f;0,00000000000000e+00;6,38977635782748e-05;6,98094934826578e-05;NA
VAULTIER JF;1;16;0;0;0;vaultier jf;0,00000000000000e+00;7,79241019247253e-05;1,33097413822645e-04;NA
VAZEILLE M;1;39;0;0;0;vazeille m;0,00000000000000e+00;2,00000000000000e-01;2,27515755466030e-04;NA
VAZIFEHKHAH S;1;1;0;0;1;vazifehkhah s;0,00000000000000e+00;5,00000000000000e-01;2,27515755465844e-04;NA
VEGA E;1;1;0;0;0;vega e;0,00000000000000e+00;1,66666666666667e-01;2,27515755465912e-04;NA
VELASQUEZ ZR;1;56;0;0;4;velasquez zr;0,00000000000000e+00;1,00000000000000e+00;2,27515755466169e-04;NA
VELEZ J;1;31;0;0;2;velez j;0,00000000000000e+00;6,82360968952576e-05;1,52035588256062e-04;c02
VELLA MA;1;6;1;6;3;vella ma;0,00000000000000e+00;5,81091289441571e-05;2,53147636816056e-04;c05
VENNEMANN T;1;3;0;0;0;vennemann t;0,00000000000000e+00;6,14552605703048e-05;2,08981182215381e-04;NA
VENNEMANN U;1;2;0;0;0;vennemann u;0,00000000000000e+00;4,86570650058388e-05;1,44597107186622e-04;c10
VERDOIT-JARRAYA M;1;25;0;0;0;verdoit-jarraya m;0,00000000000000e+00;7,25584095196633e-05;1,29909690869356e-04;c02
VERDOUX P;1;2;0;0;0;verdoux p;0,00000000000000e+00;5,00000000000000e-01;2,27515755465844e-04;NA
VERLAQUE M;1;17;0;0;1;verlaque m;0,00000000000000e+00;6,96718456071901e-05;1,69492690834014e-04;c02
VERLEY P;1;4;0;0;0;verley p;0,00000000000000e+00;6,58371189676740e-05;1,01673551888450e-04;c04
VERNEY F;1;2;0;0;0;verney f;0,00000000000000e+00;6,99202908684100e-05;1,33744990370172e-04;c02
VERNEY P;1;51;0;0;0;verney p;0,00000000000000e+00;5,56823876607829e-05;1,24407334005462e-04;c04
VERON AJ;1;30;0;0;2;veron aj;7,41533396742251e+02;7,55344059218974e-05;1,80141110832585e-04;c02
VEROT-BOURRELY A;1;2;1;2;2;verot-bourrely a;0,00000000000000e+00;5,35331905781585e-05;1,53103767314131e-04;NA
VERRON J;1;1;0;0;2;verron j;0,00000000000000e+00;5,71689915389893e-05;1,41446552254211e-04;c03
VERSEGHY D;1;158;0;0;2;verseghy d;0,00000000000000e+00;5,43124049532913e-05;2,69712258866802e-04;NA
VESLOT J;1;23;0;0;0;veslot j;0,00000000000000e+00;7,58265089475281e-05;1,62143050899858e-04;c11
VETION M;1;48;0;0;0;vetion m;0,00000000000000e+00;6,96961248954558e-05;1,92142466966320e-04;c06
VETION S;1;22;0;0;0;vetion s;0,00000000000000e+00;6,15346747892437e-05;1,75905853957770e-04;c06
VETTESE D;1;22;0;0;1;vettese d;0,00000000000000e+00;4,98678501969780e-05;2,71644417301731e-04;NA
VEUTHEY F;1;0;1;0;0;veuthey f;0,00000000000000e+00;NA;3,41273633200992e-05;NA
VEZZOLI G;1;73;0;0;2;vezzoli g;0,00000000000000e+00;2,00000000000000e-01;2,27515755465959e-04;NA
VIAL L;1;1;0;0;2;vial l;0,00000000000000e+00;5,54661933551500e-05;2,20773859537891e-04;NA
VICENTE N;1;0;0;0;0;vicente n;0,00000000000000e+00;5,00000000000000e-01;2,27515755465844e-04;NA
VICENTINI H;1;0;0;0;1;vicentini h;0,00000000000000e+00;2,00000000000000e-01;2,27515755465959e-04;NA
VIDAL-MADJAR D;1;13;0;0;0;vidal-madjar d;0,00000000000000e+00;6,38243553740107e-05;2,78995430767081e-04;NA
VIDALE PL;1;16;0;0;2;vidale pl;0,00000000000000e+00;4,68099049758929e-05;1,13362143962453e-04;NA
VIDEMAN B;1;27;0;0;0;videman b;0,00000000000000e+00;1,25000000000000e-01;2,34473310048523e-04;NA
VIENNEY A;1;0;0;0;0;vienney a;0,00000000000000e+00;7,95038956908888e-05;1,97681471960719e-04;c01
VIEUX J;1;1;1;1;1;vieux j;0,00000000000000e+00;NA;3,41273633200992e-05;NA
VIGNATI DAL;1;0;1;0;1;vignati dal;0,00000000000000e+00;4,61446172304001e-05;9,88319966453426e-05;c10
VIGNAU B;1;0;0;0;0;vignau b;0,00000000000000e+00;5,00000000000000e-01;2,27515755465844e-04;NA
VILLANUEVA A;1;0;0;0;0;villanueva a;0,00000000000000e+00;3,33333333333333e-01;2,27515755466207e-04;NA
VILLIET J;1;20;0;0;0;villiet j;0,00000000000000e+00;7,24900326205147e-05;1,13595830100492e-04;c05
VILLSEN K;1;1;1;1;2;villsen k;0,00000000000000e+00;5,07975210809712e-05;2,26510797005226e-04;c09
VINAS J;1;12;0;0;0;vinas j;0,00000000000000e+00;5,95521676989042e-05;1,37813652751885e-04;c01
VINDIMIAN E;1;60;0;0;4;vindimian e;0,00000000000000e+00;5,25900604785695e-05;6,80342563762916e-05;c09
VINNA LR;1;28;1;28;1;vinna lr;0,00000000000000e+00;5,33959846219564e-05;1,63660338481767e-04;c10
VIOLLIER K;1;38;0;0;0;viollier k;0,00000000000000e+00;6,59108884787767e-05;1,21730097751137e-04;c06
VIONE V;1;61;0;0;0;vione v;0,00000000000000e+00;4,81069899456391e-05;1,33962645072050e-04;NA
VIQUERAT PA;1;1;0;0;1;viquerat pa;0,00000000000000e+00;2,00000000000000e-01;2,27515755465959e-04;NA
VIRMOUX C;1;2;0;0;0;virmoux c;0,00000000000000e+00;7,01606679295587e-05;2,69146768105589e-04;c07
VISMES-OTT A;1;3;0;0;0;vismes-ott a;0,00000000000000e+00;7,24480185466928e-05;1,43778396411552e-04;c05
VITERBO P;1;158;0;0;1;viterbo p;0,00000000000000e+00;5,43124049532913e-05;2,69712258866754e-04;NA
VIVES-REGO J;1;107;0;0;1;vives-rego j;0,00000000000000e+00;5,74415532195991e-05;1,70244378834898e-04;c03
VIVESREGO J;1;8;0;0;1;vivesrego j;0,00000000000000e+00;6,03245460577909e-05;1,18984145144329e-04;c03
VIVIER A;1;26;0;0;0;vivier a;0,00000000000000e+00;7,39371534195933e-05;1,17173500960281e-04;NA
VOCKENHUBER C;1;21;0;0;1;vockenhuber c;0,00000000000000e+00;5,26509766756173e-05;1,82022124942747e-04;c10
VOIRIN S;1;13;0;0;0;voirin s;0,00000000000000e+00;6,38243553740107e-05;2,78995430767034e-04;NA
VOLDOIRE O;1;2;0;0;0;voldoire o;0,00000000000000e+00;7,01606679295587e-05;2,69146768105543e-04;c07
VOLOSYANCHUK M;1;101;0;0;0;volosyanchuk m;0,00000000000000e+00;4,10004100041000e-05;2,12885139439896e-04;NA
VON ARX B;1;0;1;0;0;von arx b;0,00000000000000e+00;5,00000000000000e-01;2,27515755465844e-04;NA
VON FUMETTI S;1;4;0;0;1;von fumetti s;0,00000000000000e+00;2,50000000000000e-01;2,27515755466023e-04;NA
VOORDOUW MJ;1;23;0;0;0;voordouw mj;0,00000000000000e+00;2,00000000000000e-01;2,27515755465959e-04;NA
VORBURGER C;1;3;0;0;0;vorburger c;0,00000000000000e+00;1,00000000000000e+00;2,27515755466169e-04;NA
VORKAMP K;1;56;0;0;3;vorkamp k;0,00000000000000e+00;7,19165767709457e-05;1,87186131793714e-04;c07
VORLET SL;1;0;0;0;0;vorlet sl;0,00000000000000e+00;3,99249411107119e-05;1,40828187729015e-04;NA
VOSMAN B;1;101;0;0;0;vosman b;0,00000000000000e+00;4,10004100041000e-05;2,12885139439875e-04;NA
VRAY F;1;7;0;0;2;vray f;0,00000000000000e+00;5,10360314381954e-05;1,72601225943036e-04;c02
VRIJLING JK;1;9;0;0;0;vrijling jk;0,00000000000000e+00;5,00000000000000e-01;2,27515755465995e-04;NA
VUATAZ F;1;1;0;0;0;vuataz f;0,00000000000000e+00;2,00000000000000e-01;2,37216355573762e-04;NA
VYSKOCILOVA N;1;32;0;0;0;vyskocilova n;0,00000000000000e+00;5,06149719086906e-05;1,80203393368522e-04;c09
WAFO E;1;36;0;0;2;wafo e;0,00000000000000e+00;6,64098817904104e-05;1,61738707036776e-04;c04
WAHLI T;1;9;0;0;0;wahli t;0,00000000000000e+00;9,09090909090909e-02;1,93980196134345e-04;NA
WALTER AV;1;179;0;0;1;walter av;0,00000000000000e+00;6,78748387972579e-05;1,00053610968930e-04;c04
WALTER C;1;2;0;0;0;walter c;0,00000000000000e+00;7,20149791156561e-05;1,48138553450676e-04;c08
WANG LILI WL;1;0;0;0;0;wang lili wl;0,00000000000000e+00;5,00000000000000e-01;2,27515755465844e-04;NA
WANG W;1;9;1;9;10;wang w;0,00000000000000e+00;5,00000000000000e-01;2,27515755465844e-04;NA
WANKEL SD;1;3;0;0;1;wankel sd;0,00000000000000e+00;1,66666666666667e-01;2,27515755465912e-04;NA
WARD JV;1;240;0;0;113;ward jv;3,61344061383429e+04;7,61150860100472e-05;4,57472691551585e-04;c01
WARD ND;1;19;0;0;4;ward nd;0,00000000000000e+00;7,57920266787934e-05;1,84516572469126e-04;NA
WARNER RF;1;34;1;34;16;warner rf;0,00000000000000e+00;NA;3,41273633200992e-05;NA
WATERKEYN A;1;16;0;0;0;waterkeyn a;0,00000000000000e+00;6,55780706931602e-05;1,79719322698384e-04;NA
WATTELET J;1;154;0;0;0;wattelet j;0,00000000000000e+00;2,00000000000000e-01;2,13192995783786e-04;NA
WAWRZYNIAK V;1;22;0;0;4;wawrzyniak v;7,18812780775088e+02;8,32916874895885e-05;3,31862931470645e-04;c01
WEBER J;1;0;0;0;4;weber j;0,00000000000000e+00;4,76190476190476e-02;2,39530228591989e-04;NA
WEILL A;1;26;0;0;0;weill a;0,00000000000000e+00;1,42857142857143e-01;2,27515755465876e-04;NA
WEIS D;1;16;0;0;0;weis d;0,00000000000000e+00;1,42857142857143e-01;2,21908263124067e-04;NA
WEISS S;1;12;0;0;4;weiss s;0,00000000000000e+00;6,93000693000693e-05;1,27402483369791e-04;c04
WERNER P;1;5;0;0;2;werner p;0,00000000000000e+00;2,00000000000000e-01;2,27515755465959e-04;NA
WEST A;1;2;0;0;8;west a;0,00000000000000e+00;4,62278106508876e-05;1,91108767243611e-04;NA
WESTRAM AM;1;46;1;46;0;westram am;0,00000000000000e+00;5,00000000000000e-01;2,27515755465844e-04;NA
WETZEL CE;1;3;0;0;0;wetzel ce;0,00000000000000e+00;5,00000000000000e-01;2,27515755465844e-04;NA
WHITE T;1;139;0;0;3;white t;0,00000000000000e+00;3,85030032342523e-05;1,48091436852455e-04;NA
WHITEHEAD NE;1;10;0;0;4;whitehead ne;0,00000000000000e+00;7,14285714285714e-02;1,23118457819226e-04;NA
WIDMER F;1;104;0;0;0;widmer f;0,00000000000000e+00;5,72672087962433e-05;1,78584625556515e-04;c01
WIEDERKEHR E;1;1;1;1;3;wiederkehr e;0,00000000000000e+00;7,35672772750681e-05;1,04656549342674e-04;c01
WIESENBERG G;1;0;0;0;1;wiesenberg g;0,00000000000000e+00;4,76190476190476e-02;2,39530228591945e-04;NA
WIEWIORA A;1;21;0;0;1;wiewiora a;0,00000000000000e+00;6,40820249919897e-05;9,48851604670049e-05;NA
WILCKEN K;1;0;0;0;2;wilcken k;0,00000000000000e+00;5,88235294117647e-02;2,46471249324165e-04;NA
WILLBY NJ;1;57;0;0;11;willby nj;1,46301605779503e+04;6,68315177437680e-05;2,28684151863452e-04;c01
WILLETT SD;1;20;0;0;6;willett sd;0,00000000000000e+00;1,00000000000000e+00;2,27515755466343e-04;NA
WILLIAMS PJL;1;115;0;0;6;williams pjl;0,00000000000000e+00;6,81802686302584e-05;1,52699441642874e-04;c03
WILLMES M;1;11;0;0;1;willmes m;0,00000000000000e+00;4,98256103637270e-05;1,19121754063362e-04;NA
WILSON RJS;1;44;0;0;0;wilson rjs;0,00000000000000e+00;1,66666666666667e-01;2,41089943525617e-04;NA
WIMART-ROUSSEAU C;1;9;1;9;1;wimart-rousseau c;0,00000000000000e+00;7,48951467944877e-05;1,99094804646269e-04;c03
WIMART-ROUSSEAU T;1;1;0;0;0;wimart-rousseau t;0,00000000000000e+00;6,97495989398061e-05;1,36764295323401e-04;c03
WINGATE W;1;0;0;0;0;wingate w;0,00000000000000e+00;4,76190476190476e-02;2,39530228591901e-04;NA
WINTERBERG S;1;20;1;20;1;winterberg s;0,00000000000000e+00;1,00000000000000e+00;2,27515755466169e-04;NA
WIRTH S;1;0;0;0;7;wirth s;0,00000000000000e+00;6,04083605170956e-05;2,15713115853370e-04;c05
WIRZ C;1;0;0;0;0;wirz c;0,00000000000000e+00;5,46746856205577e-05;1,46991631079057e-04;c08
WITT M;1;19;0;0;0;witt m;2,39633053221289e+01;5,19076044640540e-05;2,51218492658006e-04;NA
WOLLAST R;1;50;0;0;18;wollast r;0,00000000000000e+00;1,00000000000000e+00;2,27515755466169e-04;NA
WOODWARD EMS;1;115;0;0;9;woodward ems;0,00000000000000e+00;6,81802686302584e-05;1,52699441642835e-04;c03
WORTMANN M;1;10;1;10;1;wortmann m;0,00000000000000e+00;3,33333333333333e-01;2,27515755466113e-04;NA
WU J;1;1;1;1;18;wu j;1,77720000000000e+04;7,41729713692330e-05;2,67035862368621e-04;c05
WUSCHER P;1;8;0;0;0;wuscher p;0,00000000000000e+00;5,16769159216578e-05;2,03202954299291e-04;NA
WYNN HK;1;7;0;0;0;wynn hk;0,00000000000000e+00;5,04388177141128e-05;1,78427956948670e-04;NA
WYNN RB;1;215;1;215;3;wynn rb;0,00000000000000e+00;5,00000000000000e-01;2,27515755465844e-04;NA
XIONG H;1;28;0;0;0;xiong h;0,00000000000000e+00;4,90556781947510e-05;1,78152669212885e-04;NA
XU K;1;26;0;0;3;xu k;0,00000000000000e+00;6,47207300498350e-05;1,35721747084060e-04;c06
XUEREF-REMY I;1;9;0;0;2;xueref-remy i;0,00000000000000e+00;7,48951467944877e-05;1,99094804646228e-04;c03
YANG Q;1;0;0;0;1;yang q;0,00000000000000e+00;3,33333333333333e-01;2,27515755466113e-04;NA
YANG R;1;0;0;0;6;yang r;0,00000000000000e+00;3,33333333333333e-01;2,27515755466113e-04;NA
YANG WH;1;6;1;6;0;yang wh;0,00000000000000e+00;5,00000000000000e-01;2,27515755465844e-04;NA
YANG ZL;1;158;0;0;5;yang zl;0,00000000000000e+00;5,43124049532913e-05;2,69712258866706e-04;NA
YANNIC G;1;0;0;0;1;yannic g;0,00000000000000e+00;7,14285714285714e-02;2,27515755465751e-04;NA
YAO QZ;1;28;1;28;3;yao qz;0,00000000000000e+00;4,90556781947510e-05;1,78152669212845e-04;NA
YARI A;1;2;0;0;0;yari a;0,00000000000000e+00;7,58437618505878e-05;1,26820787128069e-04;c08
YAVERCOVSKI A;1;78;0;0;0;yavercovski a;0,00000000000000e+00;7,69230769230769e-02;2,27515755465762e-04;NA
YAVERCOVSKI N;1;16;0;0;0;yavercovski n;0,00000000000000e+00;6,55780706931602e-05;1,79719322698340e-04;NA
YE BIN YB;1;0;0;0;0;ye bin yb;0,00000000000000e+00;3,33333333333333e-01;2,27515755466207e-04;NA
YIN K;1;189;0;0;4;yin k;0,00000000000000e+00;6,52103032279100e-05;2,01634717354400e-04;c06
YIOU F;1;84;0;0;1;yiou f;0,00000000000000e+00;6,70825786543235e-05;2,04116222562295e-04;NA
YOHIA C;1;9;0;0;2;yohia c;0,00000000000000e+00;7,48951467944877e-05;1,99094804646185e-04;c03
YOHIA I;1;1;0;0;0;yohia i;0,00000000000000e+00;6,97495989398061e-05;1,36764295323362e-04;c03
YOHIA R;1;16;0;0;0;yohia r;0,00000000000000e+00;6,55522779416585e-05;1,10535115171490e-04;c03
YORO SC;1;38;1;38;8;yoro sc;0,00000000000000e+00;6,84088110548639e-05;1,40619771079798e-04;c03
